uidai_api_data: https://uidai.gov.in/en/data-and-download#testing-data-and-license-keys




BENEFICIARY_ID       | FINGERPRINT_BIOMETRIC_HASH                                 | FACE_BIOMETRIC_HASH
BEN-000429           | e3d52a51531a03b6fc33a9c48d0d79c6b6695fce066c277b0d         | 0c1c7106d98cca6ecefd35f132c7fda0b4f3e4cc08fb9bd870
BEN-000430           | e86084702b8aa20d44f62a1e2b7c3a2de992d1361e530048b8         | ce0b5a4e5cbfc1e89789b56f02de955fc93c0c465731de32e5
BEN-000431           | bd9840ae15ae4034fd1a41dfe2d7ca5ea53a7ad21533b43cbb         | cbe2ac95db712dafef9ffb495818cb6c8378b9b66d6432305c
BEN-000432           | 0b1d80884f6b51a4415c9580b7a06a48592606505f922542cd         | fe245995672de70eb84a6c911903a1a93f81ec2bbf6eda5fd8
BEN-000433           | ad4e191a74dd1440ac889cbda2519a1f339d0a802d83af7a06         | dcb729f0f597f159beb9fbeb88438d8dc8838dafb6e715d6dc
BEN-000434           | 2ff299fa404e1bdc8265e4d79f8ffb1f0317f8d896b05f4de7         | 4bf1588332a126e315312a1c38989f58588851ad0db0dea797
BEN-000435           | 7e97212ac78cbfdfb2248629a28939cbb1518c339bcea1eca6         | 7e16343f6807ee62885093a20d1cf32178d093075fa71a8830
BEN-000436           | d166abac2663aa11f2cf8825d1d0e93f595984693418594b29         | 8855077c33ffb33fcdeead4d138bd038135bebe24b511f95f8
BEN-000437           | a0b85cd5fe8a9ac464bbfb1c8201df0a266445331fb8ec6aab         | f0c9f354e851f58ae97cb7feeef223683df378a82ce5b1209b
BEN-000438           | 0b00e9ade04ea2014180919595db95321b903bc893deec9ab3         | 138026c165a59643cb3f9f0393f8697e16002cdb3fb8adff36
BEN-000439           | db1cd77fb1bc70a31723eff92f575b08089c8074377119801f         | 2a81eea4672e526d6c049101a0f41d4347b7d04572599d66d1
BEN-000440           | 4f8100dab4af740a10eab87c80d767d7487fc05919adff6a11         | df6158c0f8a69a288fb510ef8bfe08ae5af9e122d45ca39c5a
BEN-000441           | b451bd129b69893ebbe340a54a6e63e260d429ac4b16fcfb00         | f10f8debf1fb705f704057e8fcf98f9b537fc94a91409f607f
BEN-000442           | ae6b17c2857319a7998f178c889015d06c71667ce6c0e78122         | 401922b63d848216c5d05d5048aad6aeb8e24154da05384ab3
BEN-000443           | bd18b2a98e1158dbdf4a4e4c4fe208c02302c8eb0c8fa6368f         | 8bca98b21bdd04a5a8476cd3ceec9d9329617e61fc9fe3338d
BEN-000444           | 356d4812ef715497ac373927eb9980e96707bd1219dc21385b         | 72d5457b7392924043213893b5f44558fd2fae1e4c0ee940cd
BEN-000445           | f4478d571865047bf05e5788b6768b9847b3d82f2732d1740f         | f1518148f628a6282822e0ee25e8f32d1fff9309c8a10b337e
BEN-000446           | 68c2c11756166d7c9e8d77f4d331015149041c048cdf6c1233         | e433897c9bf982c73b5a92d5cf6e3fc5b6de5502a36303c277
BEN-000447           | f93087b32b6afc9141ab4470111a08fe1ab69eac67d23390d1         | 62bc360d08db020bcf4db6d03016c6a45c08fa764cef70b59e
BEN-000448           | e59418b35e9f28d91173eb946c331b1f9c54b7374ac03d9892         | b8241318770c12a56341ad94437ba5129c8aeccc6dc6708acc
BEN-000449           | 714ad8f8b85edc1438e4b976d5d6409a3928f11514a92050fa         | c25d0a2bef660a8b9e3a2d84d35885c67dd5c9e4857649dd10
BEN-000450           | 82f042304fd1feec6422704478fb552aa33144fcf60b51419c         | 794eac053271117c1f36f9adf8c8e778bfadff8a5b6c2c8081
BEN-000451           | 2aeb09e5d9d5c822fddf8a9b236a6e837149fa093789eedf89         | 3bcf3d76953f08e3a127a31e738ddb1f868dcd0f419bd18ac2
BEN-000452           | ce44df897c642127d4a33be7e867011a6e4a67a9281f282d36         | 1497b91a65cb0f4adf1a984da073fc264bf62fed26afbb0a8b
BEN-000453           | e43bf93659dc7addeedbaaff8ac99a4f29c3bd3161f517890f         | 8a6be096fcd39a0425c470d4d8fb422688f0b0ebccbcdab11d
BEN-000454           | 6703432bbab4752ee675afe65bc68a439589dc7e6b8efe3ab4         | 068d2a49184a83bbcf4b0e9bb829b21ad97dce41ea9d8b1754
BEN-000455           | 8d2af52667e6da31a4b9bbf6830fca251c627df2e41e0e5564         | 04bd4a2c71fd2b07ec083e0e7782ff70f2dce2c69a28f668f3
BEN-000456           | 123553dc5259704f93bd086a8e09228952bd35c33ee846b1ba         | c5273d195c2456dfbf27dec68536bd653d49fe3b83a441e232
BEN-000457           | 0fa9bbb7dfa64c3dc75834a46ba1ea81130c55f8e80429f6dc         | ee81acc5aa10d4c1e3d5bfc8b03fb1ee1c4084d1d4a030f03c
BEN-000458           | 3ececccef572d365ec60adc0637d9c0f649b69edc6a286ccb9         | 994b00e26e913cf7afdef321d8145efa0ce30384462a6b8324
BEN-000459           | faf47ea140d17fd79550ceb4a8bf5a7d1826c5fdbda9e4c1f6         | 25528fb0bcfe96c90a865872c8c23f92f6c6992ba604400997
BEN-000460           | 4113b20873c16738a939cb920cf2752cd4edd762ae8f20b77d         | cb1cb7d3aff106c8fdbe57293c643aec18330c560af4296cd2
BEN-000461           | 4083a0a9fc40f2fa4384d471a4fa647884565f30ac5d6fe86b         | ed22c37aef654112f425c83047994560c24ea0403a56004130
BEN-000462           | d3e67a37d9c910ee52664f4a967b406d59827c6e2a7f1f7876         | c4e4e33500f96343656be91a8aab0bb26ef6eff671c5043f3b
BEN-000463           | 77947a100abe3b5833436b957e46857d22df38a74039652194         | cd2414ea54aaf341f79cb00a80f149bbbc2890e432ae3dcfdd
BEN-000464           | dd953792621138fb34f8160405929ab5dced6767733c1dc4e6         | a2adc00a6c4c001b182cd95a022d3a4c23fd7031710d9b690d
BEN-000465           | 6bcb0774662964589cf2f483d4ea4ed28abd40ceb5906f7f87         | d11510f0a7a58874d009f85462bf91284b3ca4c633a51bb31b
BEN-000466           | ff6363bf5b2d9cea06a160772c39e45ce0b0c0ff82140e7bb6         | d76e6fff841d6cd095847062a3da041aed8e11ef72c630d89c
BEN-000467           | c0805b0f1c5b2f11bd9ac930e8196fc1d5144cbcf9b289fd33         | a55a616399771e2db36a8a55786fc3b75d466cfe4366a871b2
BEN-000468           | 4cd8d610a8110a7b99534e33804ab9bf846ae35d30e9548454         | 9599cc437ecc6c7f725f43a14a46351262250b3128f9cb0c91
BEN-000469           | a2803652ef218882650b43993e4eb6fe873c5af3c059a84dc8         | 36addd921a0be3acbd3dde84dfb55aba462a2354e220e25180
BEN-000470           | 49571c67d5012dc72a998fee34b25004bca0997ef5e05c2613         | 2513df1647e31eea8e36f246d9378d43c9500b5c79b3fa497c
BEN-000471           | 979f8c6a837676fa0634ffe5124ef0c243e2def6da5f35193f         | fbe2d5a9c1c220f702b09ca02921f04de2158aac94bc300a55
BEN-000472           | d765e4bad35f69550e31c4aae1e93f21216c7c81ea7836ffe7         | be0c3db1d7a14c87f755e5310a0c8e1865bddb9992347244a6
BEN-000473           | e3718751122302b79a4fa497a6e181e1041974fa59fce24f92         | 4050c9faf2a91a47c84d66470132908f5f947d4f6385d31f2a
BEN-000474           | 1918ae0aeb1c27b3e2016e5a4ee169bc8d60e6871412b6ee02         | bded56a1385b1e27a7a776db1b00054759147cf7b2c5bc2cb2
BEN-000475           | d1e08b337577f492bdafdf342d6abce2b70a6ab98c6ea6c3d7         | ff22238eb13bf3e1597edffcbcc7045fea6b9c8b35fb0fa0f9
BEN-000476           | 9bda7d419c255ac42a2bc5c981c8fe9645ba14f6b621edbf43         | 9f4777f51163008c81f9b60867c771a2a9a0c0a175acf66089
BEN-000477           | 8d339fd3cfc7697f31c8c1dcbef74d466da3044c3e25a90aae         | 304e251261a783cdec49338ce0d9a8cab3a99031bf3f96a1b1
BEN-000478           | 2acc03ba2abbca16470d3209a1a7d3b3c6778b3ecd82e6f1e4         | 550d75b2880a05da47352c9cef271e02d80493b25863d0a411
BEN-000479           | 589a8a9c36221f4d269db5029f9046a7f7976c10466bd0bbfe         | fce6df519fa392503938f759502252ec4b9707b53f931e0d1d
BEN-000480           | dba8fa7921a02ba3c8b1b180f0b801d8540a1e9b636a15b32f         | 15c14aa1159ca461bdc49f0ecc4b35a425bc95710d15560422
BEN-000481           | e9eb085a48a433f3fbd5dfb600691b47c7ca40c109cef67314         | 1a9a38cdbbaef4b217b1813107e4484c49bff804499ffc5bb7
BEN-000482           | b02bba1be3c9168aafcba2623f8fdfb13536b8a1aed988524e         | 542a515af59c7ff3ebdda86af6dda854ef7d2f8103b9447f56
BEN-000483           | b95a3e94b62eeeba1313ef49d49d93f428b5a5ad9292f0fb42         | 345b566238950c94e630db10fe3ca9a08140e5d079e0d3fc16
BEN-000484           | 3f93f1ecb7712de6f445a9ea23c7be3d9539f4b0699226a45e         | f5787468ecb3b11cbe6c23ad0499de28b43b3420ed81d3fa8b
BEN-000485           | 857b87c291062c9e2635361d17110426b1b46ac8e03cd22ff5         | 772c47ffb9a3054238678122a3f2f100c07890b0b05690da59
BEN-000486           | 17cad631fbb3a2bb5c8d8d37daaafd1facc0c0285ea128a30b         | 1887dcfd307750b8557db44ac2bdd740ae582c6227a6a186ea
BEN-000487           | eba3ab58895f69114e5bbc8d5be993bd0d7c04018cd3f3b48d         | 412554570f4678cc36aa98ce0f0e9653e0308bffd1eda05fdd
BEN-000488           | 16b1c85157d44e2dd8abe3856e4a3b1d89802c40f030d02c48         | 4cdd029c0e88f2a6be01124c8b6b6394cd564c47e3c3a81e70
BEN-000489           | 65e87825204156df86a2e95bc6d6cc0f53d9f02f5da64def86         | 82507b7c33476d035474900fbfa79c74d68417cf52a7c7cb15
BEN-000490           | c3d884d4a269a7ca3644fd2fcff64f5eb4e09b0f88423f93e3         | 4cd3ec47e4f99d859c9052dc62c6aab922c5db6887a40dad99
BEN-000491           | 783a020bf2fdc6d45aa4d4fa1107959683e028984ed1d03b1d         | 523fe22817f4cc85bbe13abbb1481ea4b36668f54ca613fc0d
BEN-000492           | 6925101a9adad5d83062827b0f35831ceafe2279fc8bae50a6         | 9e2755dff5ba6eb08923c9fa56d0074aea12971385f78e8dd8
BEN-000493           | 0d1731ec73016915cb40033c5202f573e82383dc90bb928c4e         | 3750f8f11a9075632af41aa3dad20948bddb0a377b8bdc9533
BEN-000494           | 3a7b029f23654751951ccc508798f5a9d93f4f6caf2abff2df         | 9bb3e87ec6bad010ca643e8a00aa55ff6082b8f026f34ca8d6
BEN-000495           | b6c68adfb4dec40132e2140210e0bf9f7c8648fcf26fd10e34         | d1fc9643354b83f7accf7824b0cf47dfd25a14cbd6c225b5c9
BEN-000496           | 0d47d307ec49da508c1739fbff552dbd38204b53f42f08c427         | bccf5b37565bc637ea0cbc41e2ec57803440a9236bd1f3e56b
BEN-000497           | 87ff252ef455cb4aea05e3e094bb7f3c4535ab034197cd0d6a         | e0719e75923dbb225647f20583ded3bc4ad322d9a33740e3e0
BEN-000498           | 03c6b8b3ec99ee404585dbd5268683e23c7f6f9f6fa7f52267         | 60633e38f5137162dcc2c2e3358b1e33f1976eba6823af7e53
BEN-000499           | e5c5d763b0f6c8e61d763da7cfe3db9246f024653852cea7c9         | 98f4c48d0adab1e0c07d0f568fd7bc3ab867cd861f6cf70af5
BEN-000500           | 24eca95904a7b25bbca6aa4d308ae1091013fe2c744f25e2ff         | ca3d3f97c3619c17562aa053d0105a9750e3c3de0260915eb6
BEN-000501           | 1592024262123cd0987817a0d1f122339076dec0fe2b95ba2d         | e2d1265f35b1c2f613844f06beee7b12d3500e8fd7f5f1370f
BEN-000502           | d018c761a2a0c78001ce88d1ff67c3eee7d22f9f895f8fa01c         | 0958fe1a8ca5f97551bebc9d728e2dc2ec9b72f4ad5764c85e
BEN-000503           | 6d6f62a79a1617b43b5493945cbb6f256a0f7ba3a197b51506         | 198009a877cc70e02b0861ecb60eeba00e0a86e3f1dc916305
BEN-000504           | e528ced4cb43cfad505d4ef04d4c12786a214669dd55396e92         | ecab71e5089d5844754e57d68b6fb03240c04c894f391c51d5
BEN-000505           | 7ea57030afc1673bb569dd068ac1d7781c87b49d0d6809eedf         | 9374f85ec000b1203dfe7e89cdc48758e9bd17d2104eda9398
BEN-000506           | 9c0a1e80c60270707fe314c53ef4f404d687eb9e5e82717620         | bfb04b79d28f625a179de26dadf8aaaae3d4c94016513576fe
BEN-000507           | 9758e6be9f486285b452f0b63986cbca8c26bd92ca7d92b815         | b387c4eded83fba312d4ce844b8148eab51556c17183582196
BEN-000508           | 5a5b8ceeed834b95a42c95075f1edb493be501bfbfa564eb8d         | e18b4929ce7ad6cee94c5a5c9b8fe83146084ffa2bfe9aadcb
BEN-000509           | 37de71ae64017b2ec5afd8e7abb58a14f23f38830773b37dc5         | 679d4cdbf2dc3380c64c5bfd4d983cb51edecd4bb46809a5a3
BEN-000510           | 3dfe80049e2bd4240803ec8aa9029f6bfe91fe296969398f41         | 31b93c6cb74e0df084f176b78d0146140fa5b090b451eb5ed0
BEN-000511           | ac2c390a12ef6b877a90934fcd104c9f12b347b1f1d0418b9b         | 88f7bfa71c171f1efa1a82a8c9eb7a5df42886cffac636f63e
BEN-000512           | 827ba85cf2b6676ecb901b8116f9acdbf9fde45da1b5cdc237         | 7b68ede8a53698a4e949c702e0278bc02dffe32fb02ef99934
BEN-000513           | 159f3799adc64a9679712546861973f8a4ce05835707b1fae2         | fb233721eb5c00758a614c9d5ff465ebb02a21ae4df8c56881
BEN-000514           | 09a7cc839cbba4893a33ccd60cd6cb6c11db721e5ec9caca2c         | 43c3ecc4009b67f834ab65800056d7d81ee43490ee51f6a8c3
BEN-000515           | 72443f11aa20d2344a401f495072581331b765456118772814         | 9e7a01265e258a2489425e0a73d35dda3e9ccb4cf0cc1fbdd0
BEN-000516           | 12c07f4bab7d49a0c8078c53935ee293dc469690061e15b31c         | 82b712d4a83d81228cbef85c62e103402f613a7b4d45c5bdf5
BEN-000517           | 87b9e334814ca6e83bcb4bf06b8fa6fabae79cbef579bc9338         | 73a974f7e87b84d561ded494a49a64fb8c6ef80e4adf9748e3
BEN-000518           | b50111cce2c33e1aeee42413c2c9aaeb2015cb03c0ffc6b2ec         | d3ad21fd3e786f10f2243a4e223985ba547ad342c9418e74a9
BEN-000519           | 2fe4849ef6ba074d6d5332252bd92006aa385963c32079afe2         | 7d1893850b521b26969e48da6e4ff5c05c2c9120a4fc94ea3f
BEN-000520           | 89e450a2510f19b3b8defdc2e4af1f3687df190fb533989007         | c1480800d6fcd10f0d66f705b4774964082c273b8a6359ebf0
BEN-000521           | 204049a195fa58e15590c55e73ebf0d0509578b1decd1084cb         | a660f25039e4cabb4ba27c9e0eb4fde5f22708ff1b17f83435
BEN-000522           | 226387ddbbbf13ed45144a286d2ce2889bd61f7000489494d0         | 71c3d4c5f799a2afa6c3795d80e2d4c89e17d406bba5529f27
BEN-000523           | 51774ddf82e42fac0363304282ff128a111c59eecb22b6f9a0         | 541651e9bd9b638e53a516eedbcaadfcf62802c88852ad3628
BEN-000524           | 010d84d39fe601d45a02a5162a21b8b3181eb26754b0286f93         | 6b0b1499249557eba5b9e4638849d34b554bcc9b2210d8ae05
BEN-000525           | b8b22c740a0c2b265d022abde04da52a3e3794cbe1d3e4ecff         | f26b5a46ec9ea0afdcbf808f6ca0894b9608649d3aca196848
BEN-000526           | c46a3ba28ddaa9c7e3c8b76b26dbf84c5787d0a273893fbc8a         | a57de3c860d0827156315b67516e66a31744ff76bb1840c32f
BEN-000527           | 3f78f51564fe1c2a707691304f0412fb334c3981100de1c4ce         | b883e0a64752701b6c9a4cdea9608b47c16c8a58d45cd96a70
BEN-000528           | 7433a0c3f65656b2100a71f929df642bd6d004b4d066d5b894         | 007f304b10db39436c3cb7f15101878770265a20a454806210
BEN-000529           | 8aee0ab37aa7bef298911de88612ad3682ef164ff314c0bc40         | ec060a6ecbb255c13d7c1a4c5f7959a0e139c0b3fc703b4d76
BEN-000530           | 8ab477210f8267ed5f456669bd88b5294c5a57bd920e61b239         | 17fecd0bba232e19786842c7082996f7673b9cbd78f7fcd53e
BEN-000531           | 47e7cdebb8bf56100b32f045900942ae982aa59f48fdb85359         | 4babe736ea137e75ab86d635eccf460b5d8db7ad16dd1126ec
BEN-000532           | e0dd4efbf951781393c1c1c2ac173014642ded25def6f03055         | e505e08aea7456e38d8e79951113944141a4d4a6a3d32b124a
BEN-000533           | dc7cdbf62779e71f9b5d81e4e80464a7494a93a8a8676dbf2f         | 929c0818939bb6af03b287e8b648a8971d926b958adb68a03f
BEN-000534           | c480d878bb00e417f4202e279b4b07ccc59affedbaa48767f1         | cd4dd0dc3f172c0f46e22613caced1b0dfe1b2aa44ed3e2d03
BEN-000535           | cbd9458ade425fc7abe56c8d2aa8d1fa41fab95686791e6c84         | d456f01163bd5353e8a347064640eb4ee627abc616a29f39b4
BEN-000536           | 502691c701f90ec790500b289cf2cd4acd33536bd6f38390eb         | 57e64abce898f3918ccdcfbd3e1659f86c95fba15fce605b2d
BEN-000537           | 26debc33ec6b7f8c47fa3539d435468ec658736e8865e2e687         | 5e25e358a93d21e81e92bb18dcbefd43c3cd27de808fdf6138
BEN-000538           | 13d7541135d3fc3de69e4de7239ce89114b3595850008b56ff         | 230a6e4f18e33ad189b26806e919fb8d3ab171984bd105227e
BEN-000539           | f4860e3896f5e864daec02b37f79521d16a559f4b7e54787a8         | 18e50dca5dd02c704476dd3b49ffec01aee17701c04c73f9f5
BEN-000540           | f02203562a64791fc412d2e748ab61c44611163e1e4a9d5b20         | be07c70d33229c6f07d9a05f6bde55ada98495c1ed8f31042c
BEN-000541           | 648086caa728c3a8c954e656b938d4080f2e98e70d0f50339c         | d64a2064823bce1243149e984b9c0146c3e96dc21a5eabc8c4
BEN-000542           | bced2f391382ae6289d583052569755762e03bf97dc5e9e5ed         | 93b3d1ad302c398af1ad5f76943e90eaed9d3eb5e045a3bb91
BEN-000543           | 68f08277ef26a0c9788fe567ac8f03b94dcdb476ba8637cb1e         | 505c323fbbaf68141d5f2829f264ed6cba057fa46b503779e3
BEN-000544           | 6aa9734b4a0805de2138b3754adc39cd8cf03aaf41834c5fd1         | 5f5e8a7a7770b7ea383c9e7741140473e7a6c3ec0ac280af2a
BEN-000545           | 133e0707128085e0ca7ae317eb90a4a1e582ca93158e48a186         | 0dfc1b8d0ec45b1166ba2380eee9ab5d8997051af52f550714
BEN-000546           | f70baf7cd2d9f60662cf9a7bda4b9be588fab322f7591eb355         | 0de30e9c78a2e3a5fdd72dd88685e1f8d50193f1a8ad7ea809
BEN-000547           | 910ffe265895a3cb1ab1e054952a4ab0f68d236cc8f6ac510b         | ca5df86bb352a7ef551583845e0b1117339c2a8b12ba6e3f9d
BEN-000548           | b754525c6295039f2717bb1efdaf490fe1e38175c7ed0b94f3         | a638f1c0bce33074e863df1c81ab787c62bb79925f8705b9fd
BEN-000549           | 1d627f274a9500b4093791139b8bd61415715461b8d45985fc         | 9ebb51cee16ea41d35a47ff1005531ab86b2cc57d9dd2c2665
BEN-000550           | faa2813afa680cd228290604e4a8e0b119ac93565a8da0a6bf         | be363efbafa85b3f938e5967725825ba380ea292ab7f9fec3a
BEN-000551           | 1caad5c7361e0e5dff82624603e293cb4c2deb17aadeaa9618         | a8cdf28da058f6cb285fd352f929cda72295432cdb2b61c4f1
BEN-000552           | b445cfec4afd39c657162cf59e5b7db644f4016a2bd468f6ef         | 275e36cdd2b8d78ecf6f4c606e8af429e8634d450446cc6d13
BEN-000553           | d8971db32d655bdbe31efdb2d7b3e4c16e7727e7191fd54e9d         | f6dd1def31f60959ffbc3a31aa8fb90aa3a4e1dd4a5d2ef3f4
BEN-000554           | 09883585dee554af1ce8fbde9178eb9d81ad40aedd8dec98fb         | 6245e0504d5af7ba5054597dde49fd4dbd016cb6ac886f09d4
BEN-000555           | d18e10ca358afd43caa663dc3abdf40705609420cd64eab9b8         | be124795c8cc4d511510737976322b8ae8e30159c9f169719d
BEN-000556           | f893d57e43b8db95f4385ba70473fa5b1c7821e93173624286         | 5ec9cae0377529626b3f52beef8a7e08aecd23361bb1a80dd1
BEN-000557           | d9f40dceb352dfcbcd690cd6b9fea4fffdbbb6005df2a9fd66         | 293ba6193457bf7be964bd11216de03aa039a7dcd6728824f3
BEN-000558           | cedfd1171c1352de8021fe400d5e37117b31039f4b3f36b372         | d86e84984cef6cbf7adf34c895d0a90c338d2b9cf58e66c0f6
BEN-000559           | 424ab738c74f25b57586778236c3602733756a24d2bf9cb36d         | e50bf1e8c6c908b882efda9221ec13ef3cf2fd57fe524640b7
BEN-000560           | d5b14bb253206e92dd4b6030bcc267d5b61c817a85318cd1a8         | 4ca428f92632b94cd2b827fc1d70ef6318034a9207bf5b1ba2
BEN-000561           | d643526932d7d757f6ce11687989eef6f35a17edbeaa5e3f27         | ec802fbef85cb56fab360e06c7cb4ca22fd8b4afad54f7262a
BEN-000562           | b529ace4ca7c88b12a25056332a141b48e2a9842407808e12e         | 802f69e5e968a571006920d8cf7b7eaf29a5084ec527e34350
BEN-000563           | aa974d2508cdbffffc150a39515d81239cdc7d22b5c521dbd3         | 9ca36bef1e70a4006500ec526220f817ad0df91eb12468f888
BEN-000564           | b5b66083250c175f1395196b011459b33ee1f4bfa4721768ed         | 3d2c983a71f387b17640fb20463886d121467ae0702a31a752
BEN-000565           | db210882a78589cf5985150541b2b3f3cb838fd16db25ce402         | 76f8546a3e4fe12c337cbaa894346a1547c290fc632b13c474
BEN-000566           | f547ff5d2caee43c0ffa089a90ef7bf5c07c7c3499e566f5f0         | 50295a4b495353be5472a3f38accb35727f9fa063ede2de7c8
BEN-000567           | 0274d81fe06af776d2a985dd02444ba7b9b872da37ffbfedd9         | acec319be992ceda575d505cb5e087c2f01ad9409ba6e3eb64
BEN-000568           | 3494dedec6d9fbb7be82682fdc70c7febdcc4b603cf5f24632         | fb930b4e753927ff2e311b62ddda553e49945dec633081d7ae
BEN-000569           | e49f189794a58e0358f0a51a53893f0ba06c1e2e4edcb012f6         | 269b51940b6667d1da0f9586394f4d049c633a9411b95c037b
BEN-000570           | d7a1f517f20be15c1a89ab2e3a87ffe675b73de5497863b98e         | 85f9afa01338c39d01b88149e6695eff6b2b1324a7ce37318c
BEN-000571           | c091c380094df84d3b5e7c0fbaf427a5942562a40283b6676b         | 39cbe73a0233d2fb96f12f37de6df8890f96394c9d094e7a3b
BEN-000572           | 08849182f4d0c816a09b125a3401f4878a43c9d7e3a49e0e9e         | 59c1ca48008d70a85716494b473c08585f28ecf70bfbdb57b1
BEN-000573           | 5772ea5dc4e42bcd406caa4a4e89d147f884ddb36b70fae1bd         | 4f8ad3b8578faeb4d7e9c770f37ed20a669f7143e563af1527
BEN-000574           | 89e366f0797e5877c4d053615a311fc44465ff14654098e32b         | 87658a386cf0bfc65727d46c451be8f03003367272ae673b3a
BEN-000575           | bce4c135185c1d6d2434efcc89b30936d3b970409179cae798         | c019a5713df6599bfb3a4874e38d9e54520150bfdeecd2ad4f
BEN-000576           | a57ebaab4dfb48f98e79d2023a1e8d93e9267a5844e83a1987         | f65fda7c8834460a6c41ce63249f2ab93a981245eac7beb98f
BEN-000577           | 0d5d7993098fd0b24e1b0933ac36bba48b5bba48a6adcfeda0         | 1dfbb776fef7bfc9910e6a6a74ded23d1ddf5e2e1ddbec9cda
BEN-000578           | f218960eb8e5f07ca4797aa20720279a590845d7bd97f3d577         | c33c40cf2f61648054b5b25ba5f2c79c368448552a5e9d2f6f
BEN-000579           | 1aa6c3981f58d44325e6d7a3b593046331cf4b7da4fc730dd1         | e73476a7e8af00245acd9bf134263a741c308c3e93d9049f98
BEN-000580           | b32674d1bf5ae5d33045beb2a21c3459db01b0a355503366aa         | 1b9477bd603e579bd1a3104fe54a8f9a49c93ed9f8b661dc0b
BEN-000581           | 2c667bbd17d4a1fb3e66592b23cf4d8dc501abf1f51c25bdb4         | 23333a55db1b402fd68fa9a70db04e4355a77e785d092686d1
BEN-000582           | 97097ae86d130214368af3aac4dbd1b3a89822e4dddc584267         | 33fa49b54e2b48315541d115b2eb21451b3ed5a9ff9b749219
BEN-000583           | f529c228e497c04ee02e49b801484e697b46205dadba4b1e67         | bd1a913dc120978f6a21459ddc221a7602b2666a6507e09f12
BEN-000584           | 8c4a00c282a3d74ece43894fa207f5874784318a80991e4214         | ea505578530378af10c7d974fc3b006a08c36f90ee38a16ea3
BEN-000585           | 28869a1fb118906a51c1d8ee6d183c510651b7bc094002bd0c         | fd39260be605c2ad07089964fc1380e53b96bd8ad6c9352141
BEN-000586           | 60f0e2c26c6d0ed2f4959bed01ffbe368e8c3d0fc148352a73         | c1e75495d2c1b5d868badb554edb99a9689fb06c9f4fa41dec
BEN-000587           | 990d70165d82e14d7807d65b020517f65e3ee2c48ca185d864         | 598fd2fe445e1cba5e403704f9008a653675645caf87b108b8
BEN-000588           | 509c26d224eba86616cb608139d845d3e8a6e0d1a74c98a659         | 58cb4beb67f7f479f1296ebe3fc023ec42244791453c2bd749
BEN-000589           | 2187b868780f983013c0577ee2a566d1b49643bfe12b4d8fc3         | a21837487a02ecdbf616d488ebf200b789246d1c15bb7431f7
BEN-000590           | e5fb39cc2df83fb53d87fe6d6053ec89d289198fd6ba57d57f         | e0ab6452dda88aa5f49076c9affc37eb8b2060b977b920f2ae
BEN-000591           | 0d4bf842760e894404361d6b1696595aa74f46dfa85bc8d95e         | 04e0a7b5be09095807b8fee7ef6f3ac3f7930fbbc61b9d8f60
BEN-000592           | 3cbe56a4b47dd0a5753364ec184d71facb0228291e36f87981         | 32bfc22382466fa139327e61d1da0e01797d7c25f856f9c883
BEN-000593           | f5c88ae501f0319ddbb09cc929c8a8d24ee9c234c2a067c806         | b079dd944ad37ea55a808dc40a247dfeb372503c5fedb25578
BEN-000594           | 22e4d3fdbb69ad4f8c0c9774badbf63a7d6f3f2bfbbfdef16f         | 6e7beb984739f04e252cee5a05afdccaf279e56468af098990
BEN-000595           | 222bbed7f8ce59c73e6129bbbffef81c4537ee2ba08065f1d4         | 5dfbd9389acc69e237067a575d9b6d7348e36b78cd5aed081d
BEN-000596           | 4a980936b61d08fcad9f8b33eae03b4533afd8b3c3803d322e         | c7470396441ff78fd6370106ae7867ed0d0f614c970f901b4b
BEN-000597           | 8b8324b8836f377a96ae9eeeca3e420946411bb2e9d0321fdc         | 4d255a7579e0f4c2c69824113c15daca006f7c04844d0112f2
BEN-000598           | 81089c11e592f7d53c32cf0b8b7b92f675e5398524583837df         | d6b777ceb01ef7e701ce7fafcc4fb6b00dc91ff32fcb22786d
BEN-000599           | a846bac4f86278fa5105e11cf93c57dac782fe0ba4a0dba468         | f355ea312eac1c9423fd0107e541dd5f6a8fd2029344b9dd4c
BEN-000600           | 4e824ea14db3504405d32bcff111550c6daf23085836be39a1         | fbc77d1fd066e875395c307fe1550edd80adfb5e811763f1a0
BEN-000601           | d6ee41f5747b8d3166c6ae3289df0a751d503e4414da5c57b0         | a399baa814a0febabecbd795dbe31a91a208c66241791f2a0c
BEN-000602           | 7be31de97b6457ac5b49086f08685664ddc0a9b7340325f34e         | 8129737e10c6056155ab9bb8633b64d26c02e4b0cb4ac19a19
BEN-000603           | 9b471eb6f104134b16d052cda96f16e224a60e1a5d40edb3ee         | 8c5ee45950cab04a39cbe0085280c19d187a184f033251a8ed
BEN-000604           | f9e8e66fefc1c75d4f3a3a68aec2c7b36ad8b763d10d3eb8f2         | b66aafabbc1abc9a028d5a3cde46b0cf4035eaebf7fa42e7dc
BEN-000605           | d35034d20dd913b0f457e76687381f615d9ee03d4e8845a31e         | 35c49fbf391ba714fcba56fd95cbe2a84aa10d98b373229b39
BEN-000606           | dde407aa43b7a39ee64c4edf03c3115d2e13cd756e42bd05b9         | 6b9cf0056a9855065670a862c108b42c783812b883fdedc69b
